word_us,word_length,n_phon,nonword,n_phon_nw,
bloc,4,4,blong,4,
blockade,8,6,blackase,6,
blockbuster,11,10,blockbisten,10,
blockhead,9,7,blackheed,7,
blond,5,5,bloof,4,
blood,5,4,bloud,4,
blooded,7,6,bleeden,6,
bloodshed,9,7,bleedshud,7,
bloom,5,4,bloam,4,
bloomers,8,7,bleemers,6,
blooper,7,6,blooter,6,
blossom,7,6,blottom,6,
blot,4,4,blut,4,
blouse,6,4,blound,5,
blow,4,3,blau,3,
blown,5,4,bloth,4,
blowtorch,9,7,blewtolts,8,
blueberry,9,7,bluebezzy,7,
bluejay,7,4,blumkay,6,
blues,5,4,blusk,5,
bluff,5,4,bliff,4,
bluish,6,5,bliush,5,
blunder,7,7,blinden,7,
blunt,5,5,blung,4,
blur,4,4,blar,4,
blurt,5,5,blurk,5,
blush,5,4,blosh,4,
boar,4,3,biex,5,
board,5,4,borth,4,
boast,5,4,biest,5,
boat,4,3,buit,4,
boathouse,9,6,boothound,7,
boatman,7,6,beetmin,6,
bob,3,3,bub,3,
bobsled,7,7,botshed,5,
bodily,6,6,bodopy,6,
body,4,4,bory,4,
Bohemian,8,8,Bohorian,8,
boil,4,3,boin,3,
boisterous,10,8,boistenious,9,
bold,4,4,bork,4,
bolt,4,4,boft,4,
bolts,5,5,zolts,5,
bomb,4,3,bolk,4,
bombard,7,7,bumband,7,
bombardment,11,11,bombordmint,11,
bomber,6,5,bember,6,
bombproof,9,7,boneprook,7,
bombshell,9,6,bonespell,7,
bonanza,7,7,boninzo,7,
bond,4,4,bont,4,
bondage,7,6,bontase,6,
bondholder,10,10,bondhalder,10,
bondsman,8,8,bindsmen,8,
bone,4,3,bong,3,
bonfire,7,7,banfore,6,
bongo,5,5,banga,5,
bonnet,6,5,bozzet,5,
bonus,5,5,bimus,5,
boo,3,2,bok,3,
booby,5,4,beewy,4,
book,4,3,boodge,3,
bookcase,8,6,beekcuse,7,
booklet,7,6,beeklen,6,
boom,4,3,boip,3,
boomerang,9,7,boomoring,7,
boost,5,4,boong,4,
boot,4,3,boif,3,
booth,5,3,bouth,3,
booths,6,4,booled,4,
bootie,6,4,boodie,4,
bootleg,7,6,boodler,6,
bootless,8,6,boodness,6,
boots,5,4,boits,4,
border,6,6,bonmer,6,
boredom,7,6,baredim,6,
born,4,4,zorn,4,
borrow,6,4,bollow,4,
boss,4,3,zors,4,
botanical,9,9,botaridal,8,
bother,6,5,bether,5,
bottle,6,4,boffle,5,
bottom,6,5,bollom,5,
bought,6,3,bounge,4,
boulevard,9,8,boulomurd,8,
bounce,6,4,bourge,4,
bound,5,4,bouch,3,
boundary,8,7,boundomy,7,
bountiful,9,8,bountofal,8,
bounty,6,5,beanry,5,
bouquet,7,4,bowgret,6,
bourbon,7,6,beerbin,6,
bout,4,3,bowsh,3,
boutique,8,5,bowlique,5,
bow,3,2,zow,2,
bowel,5,4,bowen,4,
bowl,4,3,boids,4,
bowler,6,5,bawlen,5,
bowstring,9,7,botstrink,9,
box,3,4,beo,3,
boy,3,2,bof,3,
boycott,7,5,bofcoit,6,
bra,3,3,blale,4,
brace,5,4,jace,3,
bracelet,8,7,britelat,7,
bracket,7,6,brocket,6,
brag,4,4,brang,4,
braid,5,4,brosp,5,
brain,5,4,brage,4,
brake,5,4,brate,4,
branch,6,5,bradge,4,
brand,5,5,bramp,5,
brandy,6,6,brindy,6,
brass,5,4,brug,4,
brassiere,9,6,brikkieve,6,
brat,4,4,brut,4,
brave,5,4,brank,5,
bravery,7,7,bramely,7,
bravo,5,5,brova,5,
Brazilian,9,9,Brazolian,9,
breach,6,4,breals,6,
bread,5,4,broodge,4,
breadth,7,5,brealth,5,
breadwinner,11,9,breadwitter,9,
breakage,8,6,breamase,6,
breakdown,9,7,breamdorm,8,
breakfast,9,8,breamfost,8,
breakout,8,6,breamoul,6,
bream,5,4,brear,5,
breast,6,5,brost,5,
breastbone,10,8,breachbine,7,
breath,6,4,brooth,4,
breathe,7,4,brealms,6,
breathtaking,12,9,breathtaling,9,
breed,5,4,broid,4,
breeze,6,4,dreeze,4,
brew,4,3,broy,3,
brewing,7,5,blewind,6,
bribe,5,4,brobe,4,
brick,5,4,brock,4,
bridal,6,5,brudal,6,
bride,5,4,brime,4,
bridesmaid,10,8,bradesmail,8,
bridge,6,4,brince,5,
brief,5,4,broof,4,
briefs,6,5,broish,4,
bright,6,4,brimes,5,
brighten,8,5,blighten,6,
brilliant,9,8,brippliant,9,
bring,5,4,brint,5,
brink,5,5,broonk,5,
brisk,5,5,brosk,5,
bristle,7,6,bruskle,7,
British,7,6,Brotise,6,
brittle,7,5,briggle,6,
broach,6,4,brouch,4,
broad,5,4,broud,4,
broaden,7,5,broanen,6,
broccoli,8,7,brocculo,8,
brochure,8,6,briflure,8,
broke,5,4,brole,4,
broken,6,6,blowen,6,
brokenhearted,13,12,brokinhearled,12,
broker,6,6,blozer,6,
bronchial,9,8,bronplial,9,
bronchitis,10,9,bronchotin,9,
bronchus,8,7,brunchis,7,
bronze,6,5,bronge,5,
brood,5,4,broon,4,
broom,5,4,broam,4,
broth,5,4,brork,5,
brothel,7,6,brondel,7,
brother,7,6,bronder,7,
brought,7,4,brounce,5,
brow,4,3,brob,4,
brown,5,4,brold,5,
brownie,7,5,bronbie,6,
browse,6,4,broist,5,
bruise,6,4,broise,4,
brunch,6,5,brench,5,
brunette,8,6,bronelle,6,
brush,5,4,brunk,5,
brutal,6,5,brecal,6,
brutality,9,9,brutonily,9,
brutally,8,7,brutappy,7,
bubble,6,5,bummle,5,
buck,4,3,bume,4,
bucket,6,5,beclet,6,
buckle,6,5,beckle,5,
bud,3,3,bup,3,
Buddhism,8,7,Biddhusm,7,
Buddhist,8,6,Boddhust,6,
buddy,5,4,biddy,4,
budge,5,3,bonge,4,
budget,6,5,bidgit,5,
budgie,6,4,bidgin,5,
buff,4,3,bult,4,
buffalo,7,6,buffula,6,
buffer,6,5,budder,5,
buffet,6,4,bunnet,4,
bug,3,3,zug,3,
buggy,5,4,biggo,4,
build,5,4,bealf,4,
building,8,6,bourting,6,
built,5,4,boipt,4,
bulb,4,4,belb,4,
bulge,5,4,buave,4,
bulk,4,4,bube,4,
bull,4,3,bulsh,4,
bullet,6,5,bollet,5,
bulletin,8,7,bullotit,7,
bullfight,9,6,bellnight,6,
bully,5,4,bolly,4,
bum,3,3,wum,3,
bumblebee,9,8,bumplemee,8,
bump,4,4,bubs,4,
bun,3,3,zun,3,
bunch,5,4,burks,5,
bundle,6,5,bentle,6,
bungalow,8,7,bunfolaw,7,
bunk,4,4,baunk,4,
bunker,6,6,binker,6,
bunny,5,4,butty,4,
buoyancy,8,6,buoyinry,6,
burden,6,5,borpen,6,
bureau,6,5,bereek,5,
bureaucracy,11,10,bumountrity,11,
bureaucrat,10,9,bureadcrit,10,
burglar,7,7,barkler,7,
burglarize,10,9,burglomaze,9,
burglary,8,8,burglomy,8,
Burgundy,8,8,Burginry,8,
burial,6,6,buroat,5,
burn,4,4,boiv,3,
burned,6,5,burged,5,
burnt,5,5,bornt,5,
burp,4,4,borp,4,
burro,5,4,berra,4,
burst,5,5,boist,4,
bus,3,3,baist,4,
bush,4,3,buke,4,
business,8,6,bernless,7,
bust,4,4,bupe,4,
bustle,6,5,besple,6,
busy,4,4,bewy,4,
busybody,8,8,busyfamy,8,
butcher,7,5,belcher,6,
butler,6,6,bulter,6,
butter,6,5,bunner,5,
butterfingered,14,12,buttenfanpered,12,
butterfingers,13,12,butlerfangles,12,
butterfly,9,8,buttenfry,8,
buttocks,8,6,bummocks,6,
button,6,4,buzzon,5,
buy,3,2,buh,3,
buzz,4,3,broz,4,
buzzard,7,6,bullard,6,
bygone,6,5,bagore,5,
bypass,6,5,bapuss,5,
cab,3,3,coosh,3,
cabbage,7,5,caddage,5,
cabin,5,5,cadim,5,
cabinet,7,7,cabonit,7,
cable,5,5,cutle,6,
cackle,6,5,carkly,6,
cactus,6,6,cantis,6,
cadaver,7,7,cadover,7,
caddy,5,4,caggy,4,
cadet,5,5,culet,5,
cafe,4,4,cufy,5,
cafeteria,9,9,cafetalia,9,
caffeine,8,5,cazzeine,5,
cage,4,3,coige,3,
cake,4,3,cade,3,
calcium,7,7,caldiun,7,
calculate,9,9,calcomake,8,
calculated,10,11,calcilapen,10,
calculation,11,11,calpatative,10,
calculative,11,11,calcilotave,10,
calculus,8,9,calcatus,8,
calendar,8,8,calindor,8,
calf,4,3,cabe,3,
calibrate,9,8,calobrake,8,
calibrator,10,10,calobrupor,10,
calisthenics,12,11,calintherize,10,
call,4,3,cang,3,
calling,7,5,cagging,5,
calm,4,4,zum,3,
caloric,7,7,calirin,7,
calorie,7,6,calimie,6,
calves,6,4,coolves,5,
came,4,3,cath,3,
camel,5,5,cadel,5,
camera,6,6,camaro,6,
camisole,8,7,camosale,7,
camouflage,10,8,camioflame,9,
camp,4,4,cump,4,
campaign,8,6,canpoign,6,
campus,6,6,cantus,6,
Canadian,8,8,Canorian,8,
canal,5,5,cumal,6,
canape,6,6,canopu,6,
canary,6,6,canamy,6,
cancel,6,6,consoon,6,
cancellation,12,10,cansistative,11,
cancer,6,6,conger,6,
cancerous,9,8,cancenius,9,
candid,6,6,camsid,6,
candidate,9,8,candudale,8,
candle,6,5,carzle,6,
candlelight,11,8,canbleright,9,
candy,5,5,carty,5,
cane,4,3,zane,3,
canine,6,5,cunone,5,
canister,8,8,canusper,8,
canned,6,4,canked,5,
cannery,7,6,caffery,6,
cannibal,8,7,cannupal,7,
cannibalize,11,9,cannabilics,10,
cannon,6,5,catton,5,
cannonball,10,8,canninbill,8,
canoe,5,4,cunle,5,
canopy,6,6,caniby,6,
cant,4,4,cank,4,
cantaloupe,10,8,cannatooms,8,
canteen,7,6,camtone,6,
canvas,6,6,camvat,6,
canyon,6,6,camyor,6,
cap,3,3,couk,3,
capability,10,10,capubamoty,11,
capable,7,7,capomle,7,
capacity,8,8,caperidy,8,
cape,4,3,coish,3,
caper,5,5,cupel,6,
capillary,9,8,capeffary,8,
capital,7,6,capotan,7,
capitalism,10,10,capotarise,9,
capitalistic,12,11,capitarustin,12,
capitalization,14,12,capitanozorion,14,
capitalize,10,8,capitabics,10,
capsize,7,6,cupsafe,6,
capsule,7,6,cupsale,6,
captain,7,6,cuptail,6,
caption,7,6,cuptive,6,
captivate,9,8,captovale,8,
captive,7,6,cuption,7,
captivity,9,9,captarimy,9,
capture,7,6,cuptore,6,
car,3,3,zar,3,
caramel,7,6,caromil,7,
caravan,7,7,carovin,7,
carbohydrate,12,11,carbuhoflate,11,
carbon,6,6,canbin,6,
carbonate,9,8,carbinale,8,
carbonation,11,10,carbanotive,10,
carcass,7,6,cancase,6,
card,4,4,caft,4,
cardiac,7,7,carduan,7,
cardigan,8,8,cardugin,8,
cardiovascular,14,15,cardiaviscolan,14,
care,4,3,cate,3,
career,6,5,curore,6,
carefree,8,6,caseflee,6,
careless,8,6,caseness,6,
caress,6,5,cupess,6,
caretaker,9,8,caretiken,8,
cargo,5,5,camga,5,
caring,6,5,jaxing,6,
carload,7,6,canloar,6,
carnation,9,8,carnotoon,8,
carnival,8,8,carnovil,8,
carol,5,5,cural,6,
carpenter,9,9,carpintar,9,
carpet,6,6,canpit,6,
carriage,8,5,candiage,6,
carrier,7,6,cardien,6,
carrot,6,5,candot,6,
carry,5,4,curny,5,
cart,4,4,ciert,4,
cartilage,9,7,cartolale,8,
carton,6,5,canson,6,
cartoon,7,6,cangoon,6,
cartridge,9,7,cantroids,8,
cartwheel,9,8,casstreel,8,
carve,5,4,cague,3,
cascade,7,6,cadlade,6,
case,4,3,cowth,3,
cash,4,3,cags,4,
cashew,6,4,candew,6,
cashier,7,5,cantier,6,
cashmere,8,6,castmeke,7,
casino,6,6,casoni,6,
casket,6,6,capret,6,
cassette,8,5,caffette,5,
cast,4,4,coist,4,
castaway,8,7,castawop,8,
castle,6,5,costen,6,
castrate,8,7,cantrite,7,
castration,10,9,castrotive,9,
casual,6,6,casoan,6,
casualty,8,8,casoarpy,8,
cat,3,3,coit,3,
catalog,7,6,catalague,7,
catalyst,8,8,catalast,8,
catapult,8,8,catamalt,8,
catastrophe,11,10,catandrople,11,
catastrophic,12,11,cataphrastid,11,
catch,5,3,cotch,3,
catchy,6,4,cutchy,4,
categorical,11,11,categarican,11,
categorize,10,9,categimaze,9,
cater,5,5,cutar,5,
caterpillar,11,10,catorpindar,11,
catfish,7,6,canfash,6,
cathedral,9,8,cathopral,8,
catholic,8,7,cathipoc,7,
Catholicism,11,11,Cathilocise,9,
cattle,6,4,cazzle,5,
Caucasian,9,7,Caucosive,7,
caught,6,3,caunts,5,
cauliflower,11,9,cauloflawen,10,
causal,6,5,caskal,6,
causality,9,8,caudoniry,8,
causally,8,6,causasty,7,
cause,5,3,cancs,5,
caution,7,5,caplion,7,
cautious,8,5,captrous,7,
cave,4,3,coove,3,
cavern,6,6,camerd,6,
cavity,6,6,cavipy,6,
cease,5,3,souze,3,
cedar,5,5,cimur,5,
ceiling,7,5,cuiling,6,
celebrate,9,8,celebrale,8,
celebrated,10,10,celabraner,10,
celebration,11,10,celatrative,10,
celebrity,9,9,celarnidy,9,
celery,6,6,celogy,6,
celestial,9,8,celeistian,9,
cellar,6,5,ceffar,5,
cello,5,4,cullo,4,
cellophane,10,7,celluphase,7,
cellular,8,8,cellolar,7,
celsius,7,7,celdios,7,
cement,6,6,cimert,6,
cemetery,8,8,cemateby,8,
censorship,10,9,censarshap,9,
censure,7,6,cinsore,6,
census,6,6,cinsis,6,
cent,4,4,ceb,3,
centennial,10,9,centinnoal,9,
center,6,6,cinler,6,
centimeter,10,10,cenpimaten,10,
centipede,9,8,centopade,8,
central,7,7,cinqual,6,
centralization,14,13,centralobative,13,
centralize,10,9,centrolaze,9,
century,7,7,centomy,7,
ceramic,7,7,ceramin,7,
cereal,6,6,ceroad,6,
cerebellum,10,9,cerebandum,10,
ceremonial,10,10,ceremalial,10,
ceremony,8,8,ceramogy,8,
certain,7,5,centail,6,
certificate,11,10,certacimate,10,
certification,13,12,certifobative,12,
certify,7,7,certopy,7,
chain,5,3,choin,3,
chair,5,3,chalm,4,
chalk,5,3,churl,4,
chalkboard,10,7,chartboads,8,
challenge,9,6,charrenge,6,
chamber,7,6,chimben,6,
chameleon,9,8,chamolion,8,
champ,5,4,choomp,4,
champagne,9,6,chimponse,7,
champion,8,7,chambiod,7,
chance,6,4,choonce,4,
chandelier,10,8,chanolien,8,
change,6,4,chadge,3,
channel,7,4,chazzel,5,
chant,5,4,chint,4,
chaos,5,4,chaoos,4,
chaotic,7,6,chaorin,6,
chap,4,3,chup,3,
chapel,6,5,chipel,5,
chaperone,9,7,chaporane,7,
chaps,5,4,chups,4,
chapter,7,6,chipten,6,
character,9,8,charocper,8,
characteristic,14,13,charactenustin,13,
characterization,16,14,charactenomarion,15,
characterize,12,10,charastemive,10,
charades,8,6,chiraves,6,
charcoal,8,6,chircool,6,
charge,6,4,chawns,4,
charger,7,6,chirget,6,
chariot,7,6,charoit,5,
charisma,8,7,charosmo,7,
charitable,10,9,charicably,9,
charity,7,6,charoby,6,
charm,5,4,chawl,3,
chart,5,4,chape,3,
charter,7,6,chisten,6,
chase,5,3,chame,3,
chaser,6,5,claser,6,
chastity,8,7,chastoly,7,
chat,4,3,crat,4,
chatter,7,5,challer,5,
chatterbox,10,9,chattenbux,9,
chatty,6,4,chabby,4,
chauffeur,9,5,chaummer,5,
chauvinism,10,9,chaupinize,7,
chauvinistic,12,10,chauvarastid,10,
cheap,5,3,choop,3,
cheapen,7,5,cherpen,6,
cheapskate,10,7,cherpskate,8,
cheat,5,3,creat,4,
check,5,3,chell,3,
checker,7,5,chelken,6,
checkers,8,6,chuckens,5,
checklist,9,7,chocklust,7,
checkmate,9,6,chuckmite,6,
checkpoint,10,7,chuckporth,7,
checkroom,9,6,chuckreem,6,
cheddar,7,5,cheffar,5,
cheek,5,3,cheesh,3,
cheer,5,3,cheege,3,
cheerful,8,6,cheemfil,6,
cheery,6,4,choomy,4,
cheese,6,3,choosh,3,
cheetah,7,4,chootab,5,
chef,4,3,chom,3,
chemical,8,7,chemopal,7,
chemist,7,6,chimise,5,
chemotherapy,12,10,chemothoraby,10,
cherish,7,5,churise,5,
cherry,6,4,cheffy,4,
chess,5,3,chelt,4,
chest,5,4,chers,4,
chestnut,8,7,chustnit,7,
chew,4,2,cheg,3,
chick,5,3,chidge,3,
chickadee,9,6,chickodoo,6,
chicken,7,5,checkel,5,
chief,5,3,crief,4,
child,5,4,chird,3,
childbirth,10,8,choldbirch,8,
childish,8,6,choldist,7,
childless,9,7,choldness,7,
children,8,7,choldlin,7,
chill,5,3,chull,3,
chime,5,3,chipe,3,
chimney,7,5,chumnet,6,
chimp,5,4,ching,3,
chimpanzee,10,8,chimpinzoo,8,
chin,4,3,chon,3,
China,5,4,Chuny,4,
Chinese,7,5,Chunase,5,
chip,4,3,chig,3,
chipmunk,8,7,chupmink,7,
chiropractic,12,11,chimoprantim,11,
chirp,5,4,chilm,4,
chisel,6,5,chusel,5,
chive,5,3,chove,3,
chloride,8,6,chrofide,6,
chlorine,8,6,chrofine,6,
chocolate,9,7,choculane,7,
choice,6,3,chorne,4,
choir,5,5,chorb,4,
choke,5,3,chike,3,
cholesterol,11,10,cholistanor,10,
choose,6,3,choobs,4,
choosey,7,4,cheasen,5,
chop,4,3,chod,3,
choppy,6,4,choggy,4,
chops,5,4,chooge,3,
chopstick,9,7,chipslick,7,
choral,6,5,chirat,5,
chord,5,4,jord,4,
chore,5,3,chone,3,
choreography,12,10,choreoprubhy,10,
chorus,6,5,chiris,5,
chose,5,3,chong,3,
chosen,6,5,chisin,5,
chow,4,2,chob,3,
chowder,7,5,chewden,6,
Christ,6,5,chrive,4,
Christian,9,7,Chrastive,7,
Christianity,12,11,Christionaty,11,
Christmas,9,7,Chrastmis,8,
chromosome,10,8,chromesame,8,
chronic,7,6,chrunid,6,
chronicle,9,8,chronodle,8,
chronological,13,12,chronolagican,12,
chronology,10,9,chronatory,9,
chubby,6,4,chutty,4,
chuck,5,3,churs,4,
chuckle,7,5,chicklo,5,
chug,4,3,chus,3,
chump,5,4,chume,4,
chunk,5,4,choonk,4,
church,6,4,chaige,3,
churn,5,4,churd,4,
chute,5,3,chite,3,
cigar,5,5,cegor,5,
cigarette,9,7,cigalette,7,
cinema,6,6,cinemu,6,
cinnamon,8,7,cinnolin,7,
circle,6,6,cimtle,6,
circuit,7,6,cimcate,6,
circular,8,9,cirdurar,9,
circularity,11,12,circulorapy,12,
circulate,9,9,cirdulale,9,
circulation,11,11,cirticative,10,
circulatory,11,12,circulotaby,12,
circumcise,10,9,circomcase,9,
circumcision,12,11,circanmisive,11,
circumference,13,12,circarforance,10,
circumstance,12,11,circomstarce,11,
circumstantial,14,13,circapsternial,14,
circus,6,6,cimcur,6,
citation,8,7,citotive,7,
citizen,7,7,citozin,7,
citrus,6,6,cipris,6,
city,4,4,coty,4,
civic,5,5,covid,5,
civil,5,5,covin,5,
civilian,8,8,civolion,8,
civilization,12,11,civilagative,11,
civilize,8,7,civilaze,7,
claim,5,4,clavs,5,
clam,4,4,clar,4,
clammy,6,5,claggy,5,
clamor,6,6,climon,6,
clamp,5,5,clabe,4,
clan,4,4,cran,4,
clank,5,5,cloonk,5,
clap,4,4,cloip,4,
clarification,13,12,clarifobative,12,
clarify,7,7,claropy,7,
clarinet,8,8,claronit,8,
clarity,7,7,clarony,7,
clash,5,4,closh,4,
class,5,4,calse,4,
classic,7,6,claddic,6,
classical,9,8,classotal,8,
classification,14,12,classiforative,12,
classified,10,8,classolied,8,
classmate,9,7,crassmite,7,
clatter,7,6,cladder,6,
clause,6,4,clooves,5,
claustrophobia,14,12,claustarprobio,13,
claw,4,3,clag,4,
clay,4,3,clab,4,
clean,5,4,cloon,4,
cleanly,7,6,clearmy,6,
cleanse,7,5,cleague,4,
clear,5,4,cleam,5,
clearance,9,7,cleanants,8,
clearing,8,6,cleanive,6,
cleavage,8,6,clearase,6,
clench,6,5,clunch,5,
clergy,6,6,clargo,6,
cleric,6,6,clarid,6,
clerical,8,8,clerotal,8,
clerk,5,5,clern,5,
clever,6,6,cliven,6,
cliche,6,5,cluchi,5,
click,5,4,clids,5,
client,6,6,cloert,6,
cliff,5,4,clice,4,
climactic,9,9,climictin,9,
climate,7,6,clumake,6,
climatic,8,8,climitin,8,
climax,6,7,clumat,6,
climb,5,4,clibe,4,
clinch,6,5,clonch,5,
cling,5,4,clong,4,
clinic,6,6,clunid,6,
clinical,8,8,clinotal,8,
clinker,7,7,clanken,7,
clip,4,4,clid,4,
clipboard,9,8,clapboath,7,
clique,6,4,clinth,5,
cloak,5,4,cloal,4,
clock,5,4,clons,5,
clog,4,4,cloog,4,
close,5,4,clobe,4,
closet,6,6,clisen,6,
closure,7,6,clusurt,7,
clot,4,4,clut,4,
cloth,5,4,clont,5,
clothe,6,4,clorge,5,
clothes,7,5,cleeds,5,
clothing,8,6,clithind,7,
cloud,5,4,cloid,4,
clove,5,4,crove,4,
clover,6,6,cleger,6,
clown,5,4,clorn,5,
club,4,4,cleb,4,
clump,5,5,climp,5,
clumsy,6,6,climso,6,
cluster,7,7,clasted,7,
clutch,6,4,clunts,6,
clutter,7,6,cluffer,6,
coach,5,3,coath,3,
coal,4,3,coash,3,
coalfield,9,7,coolbield,7,
coarse,6,4,coafed,4,
coast,5,4,coost,4,
coastline,9,7,coathlive,6,
coat,4,3,coldge,4,
coauthor,8,6,coawplor,8,
coax,4,4,cowb,3,
cobbler,7,6,coppler,6,
cobblestone,11,9,cobblustane,9,
cobra,5,5,cibro,5,
cobweb,6,6,cogwet,6,
cocaine,7,5,cumaine,5,
cock,4,3,cack,3,
cockeye,7,4,cuckene,5,
cockroach,9,6,coreweech,6,
cocky,5,4,cucky,4,
cocoa,5,4,cucia,5,
coconut,7,7,cocufit,7,
cocoon,6,5,culeen,5,
cod,3,3,coong,3,
code,4,3,coang,3,
codfish,7,6,cogrish,6,
coeducation,11,10,coedunative,11,
coefficient,11,9,coirdinient,11,
coexist,7,8,coelins,7,
coffee,6,4,cottee,4,
coffin,6,5,corrin,5,
coherent,8,8,cohorert,8,
cohesive,8,7,cohosave,7,
coil,4,3,coze,3,
coin,4,3,coon,3,
coincide,8,7,coincade,7,
coincidence,11,10,coitcasized,10,
coincident,10,10,coimbitent,10,
coke,4,3,cont,4,
cola,4,4,culo,4,
cold,4,4,colf,4,
coleslaw,8,6,coreslew,6,
collaborate,11,9,collaromate,9,
collage,7,5,corrage,6,
collapse,8,6,calloste,6,
collar,6,5,coggar,5,
colleague,9,5,coffeague,5,
collect,7,6,callind,6,
collected,9,8,collerten,8,
collective,10,8,collertave,8,
college,7,5,coddege,5,
collegiate,10,8,collogiase,8,
collide,7,5,coddide,5,
collie,6,4,coddie,4,
cologne,7,5,culodge,5,
colon,5,5,culin,5,
colonel,7,5,corowel,6,
colonial,8,8,colunoal,8,
colonist,8,8,colonast,8,
colonization,12,11,colomigative,11,
colony,6,6,colufy,6,
color,5,5,culen,6,
coloration,10,9,colonative,9,
colored,7,6,culened,6,
colossal,8,7,colissan,7,
colossus,8,7,colissis,7,
column,6,5,culoom,5,
columnist,9,9,colimnast,9,
coma,4,4,cumo,5,
comb,4,3,zomb,3,
combat,6,6,codbit,6,
combative,9,8,combitave,8,
combination,11,10,componitive,10,
combine,7,6,codbock,6,
combo,5,5,codba,5,
combust,7,7,codbist,7,
combustible,11,11,combistably,11,
come,4,3,coip,3,
comeback,8,6,cothtack,6,
comedian,8,8,comorien,8,
comedy,6,6,comepy,6,
comet,5,5,cobet,5,
comfort,7,7,camfall,6,
comfortable,11,10,comfictanle,11,
comforter,9,9,comfarten,9,
comic,5,5,camid,5,
coming,6,5,caming,5,
comma,5,4,camma,4,
command,7,6,cammesh,5,
commandant,10,9,commindart,9,
commandeer,10,8,commindoor,8,
commander,9,8,comminden,8,
commandment,11,10,commindmint,10,
commemorate,11,9,commatodate,9,
commence,8,6,cammince,6,
commend,7,6,cammind,6,
commendation,12,10,commarditive,10,
comment,7,6,coppent,6,
commentary,10,9,commordary,9,
commerce,8,6,codderce,6,
commercial,10,8,commorcian,9,
commission,10,7,commussoon,8,
commit,6,5,cammut,5,
committee,9,6,commuttoo,6,
common,6,5,cammin,5,
commonplace,11,9,comminplade,9,
commotion,9,7,commatoon,7,
communal,8,8,commoral,7,
commune,7,6,cammane,5,
communicable,12,12,communacobly,12,
communicate,11,10,commorilate,9,
communion,9,9,comminion,8,
communism,9,10,commatics,8,
communistic,11,11,comminatric,10,
community,9,9,commonady,8,
commute,7,6,cammate,5,
compact,7,7,campart,7,
companion,9,9,compinion,9,
company,7,7,compumy,8,
comparable,10,10,comsutably,10,
comparative,11,10,companation,11,
compare,7,6,campave,6,
compass,7,6,campess,6,
compassion,10,8,compallion,9,
compatible,10,10,compinibly,10,
compel,6,6,cimfel,6,
compensate,10,9,compinsale,9,
compensation,12,11,compardative,11,
compete,7,6,campeve,6,
competence,10,9,compotarce,9,
competition,11,10,comtaritive,10,
competitive,11,10,compaditism,11,
competitor,10,10,comparigor,10,
compile,7,6,campail,6,
complain,8,7,camplait,7,
complement,10,10,complomint,10,
complementary,13,13,compleminbary,13,
complete,8,7,campleve,7,
complex,7,8,camplus,7,
complexion,10,10,compluxion,10,
complexity,10,11,complarigy,10,
compliance,10,9,comtriants,10,
complicate,10,9,complucale,9,
complication,12,11,compracitive,11,
comply,6,6,campry,6,
component,9,9,compunint,10,
compose,7,6,campore,6,
composite,9,8,compisive,8,
composition,11,10,compuditive,11,
composure,9,8,compusare,8,
compound,8,7,campouse,6,
comprehend,10,10,comprohind,10,
compress,8,7,camprest,8,
compromise,10,9,compremase,9,
compulsion,10,9,compolsoon,9,
computation,11,11,comralative,10,
compute,7,7,campate,6,
computer,8,9,computon,9,
comrade,7,6,camride,6,
con,3,3,zon,3,
concave,7,6,comcane,6,
concavity,9,9,concapidy,9,
conceal,7,6,comcear,6,
concede,7,6,comcode,6,
conceit,7,6,comsoot,6,
conceive,8,6,comceart,7,
concentrate,11,10,conceltrace,10,
concentration,13,12,concerprative,12,
concept,7,7,comcipt,7,
conception,10,9,conceltive,9,
concern,7,7,comcorn,7,
concert,7,7,comcert,7,
concession,10,8,concellion,9,
conclude,8,7,comcrude,7,
conclusion,10,9,conclasive,9,
concrete,8,7,comprate,7,
concur,6,6,compur,6,
concussion,10,8,concullion,9,
condemn,7,6,comdame,6,
condemnation,12,11,condersative,10,
condensation,12,11,condarsetive,11,
condense,8,7,comdance,7,
condiment,9,9,condomint,9,
condition,9,8,condotive,8,
condolence,10,9,condulerce,10,
condominium,11,11,condimatiam,11,
conduct,7,7,comdeck,6,
conductivity,12,12,conductority,12,
conductor,9,9,condictor,9,
cone,4,3,cowp,3,
confederate,11,10,confilerant,11,
confer,6,6,comler,6,
conference,10,9,conforarce,9,
confess,7,6,comfuss,6,
confessor,9,8,confeddor,8,
confetti,8,7,confemmi,7,
confidant,9,9,confodint,9,
confide,7,6,comfade,6,
confidence,10,9,confodance,9,
confident,9,9,confodunt,9,
confidential,12,11,conrigenteur,11,
configuration,13,13,configonative,12,
confine,7,6,comfipe,6,
confirm,7,7,comfarm,7,
confirmation,12,11,confacmitive,11,
confiscate,10,9,confuscale,10,
